"po_auc","po_kappa","po_sensitivity","po_specificity","pa_auc","pa_kappa","pa_sensitivity","pa_specificity","Aou","sp_area","present_sites"
0.862822769953052,0.11033411033411,0.0625,1,0.877347417840376,0.286826533790096,0.3125,0.957746478873239,6500,1342168.14405238,65
0.896261190100053,0.216166403370194,0.277777777777778,0.938388625592417,0.913375460768826,0.419861509880088,0.777777777777778,0.876777251184834,4250,2661735.96231812,93
0.931870428422153,0.673905304378782,0.963636363636364,0.827586206896552,0.925287356321839,0.60910112827345,1,0.764367816091954,6630,2459232.81046549,303
0.610871302957634,0.203403777819338,0.539568345323741,0.677777777777778,0.792645883293365,0.467057218521788,0.798561151079137,0.666666666666667,6120,10637787.7259552,969
0.835874799357945,0.509952759720596,0.685393258426966,0.821428571428571,0.896147672552167,0.715710223859677,0.831460674157303,0.885714285714286,6220,8751775.88372462,586
0.97085201793722,0.445903905979952,0.5,0.982062780269058,0.953662182361734,0.412008690499703,0.833333333333333,0.946188340807175,6680,558077.193306627,65
0.864532019704433,0.663262805326362,0.868965517241379,0.797619047619048,0.896469622331691,0.683547390668184,0.868965517241379,0.821428571428571,7210,8515720.20726527,1030
0.952525252525253,0.572419311816485,0.555555555555556,0.986363636363636,0.955555555555556,0.650990637927281,0.777777777777778,0.977272727272727,5690,887464.402506649,63
0.937786960514233,0.764949629348033,0.935185185185185,0.834710743801653,0.946510560146924,0.806662061554993,0.87037037037037,0.933884297520661,5630,5294700.90853287,794
0.949823808794239,0.824977071232039,0.925233644859813,0.901639344262295,0.978320821204229,0.895346180211745,0.990654205607477,0.909836065573771,4860,8604532.69081422,744
0.945248868778281,0.649590845585789,0.823529411764706,0.912820512820513,0.969984917043741,0.758820431806214,0.941176470588235,0.928205128205128,5300,2936083.04821544,206
0.872033763338111,0.645894541518479,0.868131868131868,0.797101449275362,0.895763656633222,0.611894307064171,0.857142857142857,0.77536231884058,6710,4562644.63325989,499
0.940436241610738,0.829076132028529,0.926174496644295,0.9125,0.971979865771812,0.866294102927684,0.946308724832215,0.925,7660,6526162.41180008,992
0.871943371943372,0,0,1,0.88996138996139,0.121322857664899,0.285714285714286,0.927927927927928,6200,867901.380746496,50
0.954152823920266,0.223728813559321,0.214285714285714,0.972093023255814,0.971760797342193,0.638318551816304,0.928571428571429,0.944186046511628,5040,1210291.93400866,74
0.976119029757439,0.745239185917152,0.744186046511628,0.967741935483871,0.982495623905976,0.893115519253209,1,0.956989247311828,7222,2513660.17123993,214
0.923809523809524,0.591598137322897,0.975,0.814814814814815,0.948280423280423,0.707195164477508,0.9,0.904761904761905,6390,1633798.11062094,223
0.973285335354301,0.638801261829653,0.846153846153846,0.921182266009852,0.970253884046988,0.64861132422894,0.884615384615385,0.916256157635468,6560,3121265.57921543,229
0.835159817351598,0,0,1,0.877853881278539,0.560460652591171,0.4,1,7520,520846.887734478,37
0.963499245852187,0.723213650906506,0.823529411764706,0.943589743589744,0.975867269984917,0.763826221477375,0.970588235294118,0.923076923076923,6620,2583804.03053899,213
1,0.931086367739994,0.875,1,1,1,1,1,5911,258760.636385848,34
0.87593423019432,0,0,1,0.754857997010463,0.181168057210966,0.333333333333333,0.95067264573991,2950,504747.242771684,45
0.647425171965049,0.151877812126963,0.954545454545455,0.276073619631902,0.637850901654583,0.153434496356019,0.742424242424242,0.460122699386503,3520,9963343.58789977,359
0.97246963562753,0.691488058787508,0.846153846153846,0.91578947368421,0.972739541160594,0.667491261091691,0.974358974358974,0.863157894736842,6070,2845369.81624922,287
0.973290598290598,0.788472196563827,0.769230769230769,0.990740740740741,0.967236467236467,0.55051379748297,0.923076923076923,0.925925925925926,4680,2208620.80816539,148
0.78494623655914,0.224803815971687,0.811059907834101,0.75,0.910906298003072,0.259628900759067,0.792626728110599,0.916666666666667,4980,10877405.6270181,1430
0.96505376344086,0.534638832440421,0.583333333333333,0.972350230414747,0.985407066052227,0.786579683131408,1,0.972350230414747,6291,1167840.3183262,131
0.979949345715492,0.63672971323978,0.565217391304348,0.985436893203884,0.992190797804981,0.756943215991509,0.956521739130435,0.946601941747573,5780,1534997.88789452,149
0.908119658119658,0.361405465699945,0.230769230769231,1,0.976495726495726,0.736276391554703,0.692307692307692,0.990740740740741,4870,721984.475099715,64
0.907305936073059,0,0,1,0.907762557077626,0.163470319634703,0.2,0.963470319634703,6720,1108113.74783552,41
0.947368421052632,0,0,1,0.960526315789474,0.175270108043219,1,0.960526315789474,5380,648662.124961451,48
0.980357142857143,0,0,1,0.948214285714286,0,0,1,3620,951005.960262088,55
0.928348909657321,0.57893354347255,0.733333333333333,0.953271028037383,0.951401869158878,0.641014678637595,0.733333333333333,0.967289719626168,6380,1245571.77517371,99
0.956561085972851,0.750054573237284,0.823529411764706,0.953846153846154,0.97315233785822,0.78338063013898,0.852941176470588,0.958974358974359,5670,3524506.81268954,187
0.91549829480864,0.516956027908486,0.692307692307692,0.911330049261084,0.924403183023873,0.49173859432799,0.923076923076923,0.832512315270936,3550,3200691.28909361,153
0.74603836530442,0.116548223350254,0.660550458715596,0.818181818181818,0.8628023352794,0.197195442594216,0.747706422018349,0.909090909090909,6130,10590584.7601469,1398
0.806472795497186,0.479805952335117,0.907692307692308,0.676829268292683,0.778517823639775,0.378356566397652,0.892307692307692,0.591463414634146,4660,7046870.70486888,634
0.95439084724799,0.667352620748093,0.96969696969697,0.88265306122449,0.955936920222635,0.68432724003596,1,0.88265306122449,4750,3188091.75400688,295
0.984345479082321,0.765832708432749,0.794871794871795,0.963157894736842,0.986234817813765,0.870189582414814,0.974358974358974,0.957894736842105,6570,2267999.24808325,214
0.972350230414747,0.771137317609434,0.75,0.990783410138249,0.972734254992319,0.499482342114346,0.916666666666667,0.91705069124424,4240,828858.303196599,90
0.930602477477477,0.663839504159191,1,0.859375,0.928209459459459,0.654302350657753,1,0.854166666666667,4970,5004732.51683391,270
0.943535188216039,0.666604048278777,1,0.82967032967033,0.955576338555062,0.714760224205937,0.914893617021277,0.89010989010989,6840,2704091.12740683,378
0.889570007107321,0.499964781291822,0.75,0.880597014925373,0.922352523098792,0.517720681148083,0.928571428571429,0.835820895522388,7240,2282759.13988599,236
0.873655913978495,0.10145739910314,0.0833333333333333,0.986175115207373,0.862135176651306,0.298539114043355,0.583333333333333,0.903225806451613,3560,5904408.81977998,54
0.908684338916897,0.691979554974828,0.941860465116279,0.79020979020979,0.939339730037404,0.747499409309286,0.918604651162791,0.853146853146853,5420,7155572.22575116,668
0.887799043062201,0.382907737713332,0.4,0.956937799043062,0.883253588516746,0.340849124490285,0.9,0.779904306220096,3340,5945027.76006323,101
0.775,0,0,1,0.79,0.564914502849905,0.5,0.995555555555556,6430,304889.838215372,24
0.954059829059829,0.41290906348967,0.538461538461538,0.949074074074074,0.940527065527066,0.43230358504958,0.923076923076923,0.884259259259259,4640,2076170.93295138,87
0.932535885167464,0.506937799043063,0.55,0.956937799043062,0.934210526315789,0.37975766215253,0.8,0.837320574162679,6292,1706394.51906213,99
0.808879353028553,0.439718447698272,0.831325301204819,0.650684931506849,0.933239808549266,0.716537382406338,0.819277108433735,0.897260273972603,6870,6453387.10063803,621
0.904485810192249,0.738245827935686,0.911504424778761,0.827586206896552,0.941714983216356,0.790740176667682,0.964601769911504,0.827586206896552,6480,8535021.48683843,594
0.983374133006936,0.849059473710896,0.894736842105263,0.959302325581395,0.983374133006936,0.86906803887936,1,0.930232558139535,4620,3529067.29211968,364
0.92913593256059,0.672471815581356,0.852564102564103,0.849315068493151,0.942834562697576,0.749537270738684,0.878205128205128,0.904109589041096,6140,9081605.63777225,1009
0.811768149882904,0.456105758458436,0.704918032786885,0.791666666666667,0.837822014051522,0.442186191672376,0.918032786885246,0.648809523809524,3430,5293445.2817047,430
0.967955371043072,0.685048136747659,0.731707317073171,0.946808510638298,0.964193046185781,0.709881756756757,1,0.872340425531915,6790,2272379.06114239,212
0.985869565217391,0.733169342309684,0.711111111111111,0.972826086956522,0.991545893719807,0.921007243877199,1,0.967391304347826,6550,2183116.29115435,210
0.701950659781985,0.381980485779531,0.891566265060241,0.46031746031746,0.754159495123351,0.289728151797117,0.55421686746988,0.825396825396825,3600,10190853.3942905,1069
1,1,1,1,1,1,1,1,4310,1053551.27330002,68
0.950183654729109,0.807812619211109,0.884297520661157,0.925925925925926,0.96831955922865,0.860504073707454,0.892561983471074,0.972222222222222,5060,6081543.36608871,796
0.963659147869674,0.583215369059657,0.789473684210526,0.933333333333333,0.957644110275689,0.69888231426693,0.842105263157895,0.957142857142857,4690,2435231.13604929,180
0.978325859491779,0.539467068878833,0.833333333333333,0.968609865470852,0.960388639760837,0.284202933397451,1,0.883408071748879,5850,5056072.22990192,103
0.951010101010101,0.193661971830987,0.111111111111111,1,0.973232323232323,0.694585222726059,0.666666666666667,0.990909090909091,7460,1000192.5490907,66
1,1,1,1,1,1,1,1,6320,1361372.96897102,74
0.970070422535211,0.698842714360863,0.8125,0.967136150234742,0.970363849765258,0.650762527233115,0.9375,0.938967136150235,4910,2026428.66015107,131
0.971723122238586,0.761043478260869,0.857142857142857,0.948453608247423,0.974374079528719,0.737907354978616,1,0.902061855670103,7680,2688899.95680356,223
0.931049626701801,0.511092546180265,0.681818181818182,0.922705314009662,0.964207290294247,0.571578238419516,0.954545454545455,0.884057971014493,3780,5378321.10898781,155
0.803196347031964,0.14045585595387,0.689497716894977,0.9,0.869406392694064,0.244677661169415,0.986301369863014,0.2,4950,10793576.9818309,1474
0.867703045685279,0.464096563616209,0.847715736040609,0.75,0.953997461928934,0.556029468786351,0.82741116751269,0.96875,4880,10430901.9556257,1339
0.942248572683355,0.487542891242727,0.363636363636364,0.995169082125604,0.948616600790514,0.514830508474576,0.727272727272727,0.91304347826087,7020,1737173.41807382,130
0.956274509803922,0.545401073450481,0.84,0.887254901960784,0.969607843137255,0.529351316634554,0.96,0.848039215686274,4810,2383003.54484644,171
0.919678714859438,0.787841355274187,0.968253968253968,0.885542168674699,0.950946643717728,0.779837934349677,0.904761904761905,0.909638554216867,6730,2831848.31026522,380
0.935714285714286,0.328445747800588,0.2,1,0.951785714285714,0.24871113888455,0.8,0.910714285714286,3790,2207352.9329897,64
0.867389491242702,0,0,1,0.894495412844037,0.177245508982035,0.181818181818182,0.972477064220184,7400,1135760.68358989,46
0.616740088105727,0,0,1,0.585903083700441,0,0,1,3050,809052.177066708,35
0.978062836958542,0.857422396157609,0.96969696969697,0.926380368098159,0.986521658300799,0.894518654997697,0.939393939393939,0.96319018404908,4670,5550696.35015319,468
0.938716102344109,0.688176110144489,0.762295081967213,0.934579439252336,0.94369541902865,0.688529545111077,0.754098360655738,0.94392523364486,7550,4527992.24406021,788
0.930457746478873,0.412582692048063,0.5,0.948356807511737,0.942781690140845,0.407247627264883,1,0.830985915492958,4320,1172101.6140282,110
0.909637188208617,0.410705095213588,0.428571428571429,0.933333333333333,0.91984126984127,0.606934431857192,0.857142857142857,0.844444444444444,6370,2836977.8594359,230
0.713438126059485,0.331790063416722,0.58252427184466,0.746031746031746,0.711974110032362,0.33314902871466,0.864077669902913,0.484126984126984,3330,9632129.7847957,769
0.963126843657817,0,0,1,0.902654867256637,0,0,1,6640,306684.906452846,26
0.978728341584158,0.902064460946308,0.920792079207921,0.9765625,0.986540841584158,0.902064460946308,0.920792079207921,0.9765625,6100,4632362.18773487,454
0.966259230965113,0.728479962058335,0.857142857142857,0.925133689839572,0.965622612681436,0.72054581761704,0.928571428571429,0.898395721925134,6150,3165896.95852155,289
0.966942782635373,0.893924187446923,0.89622641509434,0.991869918699187,0.978677711305415,0.88546035166019,0.915094339622642,0.967479674796748,2890,7065346.99384583,716
0.912047511312217,0,0,1,0.919117647058823,0.604763548498445,0.5,0.995475113122172,4710,915598.786671762,35
0.940092165898618,0.229820627802691,0.166666666666667,0.990783410138249,0.981182795698925,0.577910109173401,0.833333333333333,0.949308755760369,7070,1171519.59505856,90
0.912929745889387,0,0,1,0.930493273542601,0.169537624660018,0.333333333333333,0.946188340807175,5150,4982557.24990753,39
0.86,0,0,1,0.884444444444444,0,0,1,3732,1480467.25781283,23
0.984465508162191,0.657057281916885,1,0.924170616113744,0.977883096366509,0.600209497206704,1,0.90521327014218,3290,2044368.70835509,187
0.903643724696356,0.473058485139022,0.768421052631579,0.897435897435897,0.940013495276653,0.58899543613148,0.826315789473684,0.948717948717949,6810,10894274.9661478,1252
0.911872146118721,0.224604966139956,0.2,0.981735159817352,0.918721461187215,0.386924052416515,0.7,0.926940639269406,6340,949911.164030057,41
0.854302477183833,0.542701899410208,0.826923076923077,0.807909604519774,0.872990004345937,0.573866473017746,0.884615384615385,0.80225988700565,6160,8335739.90152859,427
0.73458991339786,0.34982068141064,0.602649006622517,0.794871794871795,0.760570555272542,0.353605337439056,0.576158940397351,0.833333333333333,6170,9549405.19889831,1090
0.848888888888889,0,0,1,0.878888888888889,0.163215590742998,0.25,0.973333333333333,5650,466827.138185018,23
0.803403755868545,0.349662761803336,0.3125,0.976525821596244,0.897887323943662,0.468148639681486,0.4375,0.976525821596244,5130,1248521.80575059,71
0.972199730094467,0.787687743371036,0.923076923076923,0.936842105263158,0.973549257759784,0.77970177970178,0.948717948717949,0.926315789473684,7480,7478640.19358168,262
0.985328638497653,0.706717894981954,0.9375,0.953051643192488,0.984448356807512,0.682521062173403,1,0.938967136150235,6460,3553711.55598106,186
0.859146247495762,0.632670571119484,0.970873786407767,0.682539682539683,0.894128525196486,0.665693430656934,0.970873786407767,0.714285714285714,6280,4651792.13491706,689
0.985406698564593,0.663613583340534,1,0.91866028708134,0.988516746411483,0.758693361433088,1,0.947368421052632,7380,2301376.28393557,190
0.860520094562648,0.575042605567127,0.872340425531915,0.725925925925926,0.883136327817179,0.621487603305785,1,0.666666666666667,6360,5363559.48842635,513
0.991446899501069,0.812496063488064,0.782608695652174,0.983606557377049,0.990971727251129,0.882369727755265,0.956521739130435,0.961748633879781,5580,2210035.90874032,192
0.983131385127109,0.694832436701051,0.85792349726776,0.978260869565217,0.99584224281302,0.933611642604511,0.978142076502732,0.978260869565217,5110,8470868.76487266,1166
0.953625352580056,0.815009289926488,0.897959183673469,0.939024390243902,0.967313754770201,0.870506502948542,0.918367346938776,0.975609756097561,7030,9172761.53228786,953
0.980793583790629,0.794413965087282,0.869565217391304,0.970873786407767,0.976361333896159,0.783431057310384,0.91304347826087,0.961165048543689,6800,2387701.44560163,197
0.95972850678733,0.782181357006975,0.764705882352941,0.979487179487179,0.983861236802413,0.806096528365792,1,0.933333333333333,7290,1564486.86435297,194
